,# Columns: time,avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23,label
422,105500,45.0,0.0,23.25,1.3,29.5,1.5,bending2
423,105750,44.75,0.43,19.25,1.3,27.5,0.5,bending2
424,106000,44.75,0.43,20.5,0.87,31.0,0.71,bending2
425,106250,45.0,0.0,21.0,0.0,32.25,0.43,bending2
426,106500,45.0,0.0,23.0,1.22,32.75,0.43,bending2
427,106750,45.25,0.43,22.5,1.12,32.5,0.5,bending2
428,107000,45.0,0.0,20.75,0.43,32.0,0.0,bending2
429,107250,45.0,0.0,20.25,0.83,32.0,0.0,bending2
430,107500,45.0,0.0,20.5,0.87,31.25,0.43,bending2
431,107750,44.75,0.43,21.0,0.0,32.0,0.0,bending2
432,108000,45.0,0.0,20.5,0.5,31.0,0.71,bending2
433,108250,45.0,0.0,20.25,0.43,31.0,0.71,bending2
434,108500,45.0,0.0,22.0,0.82,31.67,0.47,bending2
435,108750,45.0,0.0,24.5,0.5,32.33,0.47,bending2
436,109000,45.0,0.0,26.5,0.87,35.25,1.3,bending2
437,109250,44.5,0.5,26.0,0.71,31.25,2.17,bending2
438,109500,44.0,0.82,27.33,0.47,29.5,0.87,bending2
439,109750,43.0,0.63,27.2,0.4,27.0,0.0,bending2
440,110000,42.33,0.47,26.67,0.47,25.75,1.09,bending2
441,110250,42.25,0.43,24.75,0.83,25.25,0.83,bending2
442,110500,42.0,0.0,24.75,0.83,26.25,0.83,bending2
443,110750,42.0,0.0,25.0,0.71,26.5,0.5,bending2
444,111000,42.25,0.43,25.0,0.71,26.25,1.3,bending2
445,111250,42.25,0.43,24.0,0.0,24.0,0.82,bending2
446,111500,42.0,0.0,24.0,0.0,26.67,0.47,bending2
447,111750,42.0,0.0,24.0,0.0,26.0,0.82,bending2
448,112000,42.0,0.0,24.0,0.0,26.0,1.0,bending2
449,112250,42.0,0.0,25.67,1.25,28.5,1.66,bending2
450,112500,42.0,0.0,26.5,0.87,31.25,0.83,bending2
451,112750,42.0,0.0,24.5,0.87,29.0,0.71,bending2
452,113000,42.25,0.43,24.0,0.0,27.75,0.83,bending2
453,113250,42.5,0.5,24.0,0.0,27.0,0.0,bending2
454,113500,42.0,0.0,24.0,0.0,25.5,1.12,bending2
455,113750,41.25,0.83,24.0,0.0,26.0,0.71,bending2
456,114000,40.0,1.0,25.75,0.83,24.5,1.5,bending2
457,114250,41.5,0.5,26.25,0.43,23.25,1.3,bending2
458,114500,41.5,0.5,25.67,0.47,21.33,0.94,bending2
459,114750,41.0,1.0,25.75,0.43,16.25,1.09,bending2
460,115000,40.67,0.47,24.0,0.0,14.0,1.41,bending2
461,115250,41.25,0.83,24.0,0.0,16.75,1.48,bending2
462,115500,42.0,0.0,24.25,0.43,20.33,1.7,bending2
463,115750,41.67,0.47,24.0,0.0,17.0,1.0,bending2
464,116000,41.75,0.43,24.0,0.0,15.5,1.12,bending2
465,116250,41.25,0.83,24.0,0.0,14.5,0.5,bending2
466,116500,41.5,0.5,24.0,0.0,14.75,1.09,bending2
467,116750,41.5,0.5,24.25,0.43,17.25,0.83,bending2
468,117000,41.25,0.83,24.25,0.43,18.0,0.71,bending2
469,117250,40.0,1.22,24.0,0.0,20.0,1.41,bending2
470,117500,39.0,0.71,24.0,0.0,18.5,0.5,bending2
471,117750,37.5,1.5,22.75,1.3,24.25,1.09,bending2
472,118000,36.67,0.94,21.25,0.43,25.0,0.82,bending2
473,118250,36.0,0.0,20.75,0.43,26.25,0.83,bending2
474,118500,36.0,0.0,18.0,0.71,27.0,0.0,bending2
475,118750,36.0,0.0,18.0,0.0,27.75,0.43,bending2
476,119000,36.25,0.43,14.5,2.87,27.0,0.71,bending2
477,119250,36.0,0.0,8.67,2.49,27.0,0.0,bending2
478,119500,36.8,0.98,13.0,0.63,27.75,0.43,bending2
479,119750,35.0,1.41,7.0,2.0,27.5,0.5,bending2
0,0,34.5,1.5,8.0,1.58,28.0,0.71,bending2
1,250,36.0,0.0,11.25,3.49,28.5,0.5,bending2
2,500,36.0,0.0,20.0,1.22,27.0,0.71,bending2
3,750,38.25,0.43,21.25,0.43,26.0,0.71,bending2
4,1000,37.5,1.12,22.0,0.82,23.67,2.49,bending2
5,1250,37.0,1.0,17.75,0.43,24.5,0.87,bending2
6,1500,37.33,0.94,16.75,2.17,25.33,1.25,bending2
7,1750,37.67,0.94,16.67,0.94,23.0,1.0,bending2
8,2000,36.67,0.47,17.33,0.47,20.75,1.64,bending2
9,2250,39.75,0.83,18.75,1.09,18.5,2.5,bending2
10,2500,40.0,1.22,16.0,3.08,22.0,1.22,bending2
11,2750,39.0,0.0,15.75,2.59,24.0,0.0,bending2
12,3000,38.75,0.43,14.25,1.92,24.0,0.0,bending2
13,3250,39.0,0.0,14.67,1.25,26.0,0.82,bending2
14,3500,39.0,0.0,18.0,0.0,24.25,0.43,bending2
15,3750,39.5,0.5,18.75,1.48,20.75,0.43,bending2
16,4000,40.0,0.71,18.0,0.0,23.75,0.83,bending2
17,4250,40.67,0.47,18.5,0.5,24.0,0.0,bending2
18,4500,40.33,0.94,16.0,1.63,22.75,0.83,bending2
19,4750,42.0,0.0,16.25,1.3,26.0,1.0,bending2
20,5000,42.0,0.0,13.5,1.12,28.0,1.22,bending2
21,5250,41.75,0.43,14.0,1.0,29.75,0.43,bending2
22,5500,41.75,0.43,18.25,0.83,29.75,0.43,bending2
23,5750,42.0,0.0,20.33,0.47,30.67,0.47,bending2
24,6000,41.67,0.47,20.5,0.5,30.33,0.47,bending2
25,6250,41.67,0.47,19.75,1.79,30.0,0.0,bending2
26,6500,41.0,0.82,23.0,0.71,30.33,0.47,bending2
27,6750,38.75,0.43,22.25,0.43,29.5,0.5,bending2
28,7000,38.33,0.47,23.0,0.82,28.75,1.09,bending2
29,7250,38.25,0.83,24.0,0.0,25.25,1.09,bending2
30,7500,38.5,0.87,24.0,0.0,26.75,0.43,bending2
31,7750,39.25,0.43,24.25,0.43,28.25,0.83,bending2
32,8000,38.5,0.5,23.5,0.87,29.0,0.71,bending2
33,8250,38.75,0.43,22.5,1.12,30.0,0.71,bending2
34,8500,39.0,0.0,20.0,1.41,29.67,0.47,bending2
35,8750,40.0,1.0,22.0,1.0,28.25,1.79,bending2
36,9000,41.5,0.5,24.0,0.0,30.0,0.0,bending2
37,9250,40.75,0.83,24.0,0.0,28.75,0.83,bending2
38,9500,40.5,0.5,24.0,0.0,27.25,0.43,bending2
39,9750,40.67,0.47,24.0,0.0,28.67,0.47,bending2
40,10000,39.8,0.75,24.0,0.0,28.0,0.63,bending2
41,10250,39.67,0.47,23.75,0.43,28.33,0.47,bending2
42,10500,39.75,0.83,23.5,0.5,29.25,0.83,bending2
43,10750,40.75,0.83,24.0,0.0,30.0,0.0,bending2
44,11000,40.33,0.47,24.0,0.0,29.25,0.83,bending2
45,11250,40.83,0.69,22.0,0.71,29.25,0.43,bending2
46,11500,41.0,0.82,21.25,0.43,29.33,0.47,bending2
47,11750,40.75,0.83,21.5,0.5,30.0,0.0,bending2
48,12000,41.25,0.83,21.25,1.09,30.0,0.0,bending2
49,12250,41.33,0.47,19.67,0.47,30.0,0.0,bending2
50,12500,41.5,0.5,20.5,0.87,30.0,0.0,bending2
51,12750,41.5,0.5,22.5,1.12,30.0,0.0,bending2
52,13000,41.0,1.0,23.75,0.43,29.75,0.43,bending2
53,13250,40.0,1.0,23.75,0.43,27.75,0.83,bending2
54,13500,40.25,0.83,24.0,0.0,29.25,0.83,bending2
55,13750,39.5,0.5,24.0,0.0,28.25,0.43,bending2
56,14000,39.5,0.5,24.0,0.0,27.0,0.0,bending2
57,14250,39.5,0.5,24.25,0.43,26.5,0.5,bending2
58,14500,39.0,0.0,24.0,0.0,26.25,0.83,bending2
59,14750,39.33,0.47,24.0,0.0,26.0,0.82,bending2
60,15000,38.67,0.47,24.0,0.0,27.0,0.0,bending2
61,15250,38.75,0.43,24.0,0.0,27.25,0.43,bending2
62,15500,40.0,0.71,24.0,0.0,29.5,0.5,bending2
63,15750,40.0,0.82,24.0,0.0,29.5,0.5,bending2
64,16000,39.75,0.83,24.0,0.0,29.75,0.43,bending2
65,16250,40.5,0.5,24.0,0.0,29.0,0.0,bending2
66,16500,41.0,1.0,24.0,0.0,29.5,0.5,bending2
67,16750,40.0,1.0,24.0,0.0,29.0,0.82,bending2
68,17000,39.25,0.43,24.0,0.0,27.5,0.5,bending2
69,17250,40.0,0.71,24.0,0.0,27.0,0.0,bending2
70,17500,41.25,0.83,24.25,0.43,29.0,1.0,bending2
71,17750,40.25,0.83,24.0,0.0,28.0,1.0,bending2
72,18000,39.75,0.83,24.33,0.47,26.25,0.83,bending2
73,18250,39.67,0.47,24.0,0.0,26.0,0.0,bending2
74,18500,40.5,0.5,24.0,0.0,26.25,0.83,bending2
75,18750,40.5,1.12,24.0,0.0,24.25,0.43,bending2
76,19000,40.67,0.47,22.33,0.94,23.75,0.43,bending2
77,19250,41.0,1.22,20.75,0.43,22.5,0.87,bending2
78,19500,40.0,1.0,21.5,0.5,23.25,1.3,bending2
79,19750,39.33,0.47,23.67,0.47,24.25,0.43,bending2
80,20000,38.5,0.5,24.0,0.0,21.5,0.5,bending2
81,20250,37.5,1.26,24.0,0.0,20.2,1.17,bending2
82,20500,35.0,1.58,24.0,0.0,19.25,0.83,bending2
83,20750,33.0,0.0,24.0,0.0,19.0,0.82,bending2
84,21000,33.75,1.3,22.25,0.43,18.0,0.71,bending2
85,21250,34.0,1.41,21.33,0.47,22.0,1.22,bending2
86,21500,35.25,1.3,20.5,0.87,22.75,0.83,bending2
87,21750,35.25,1.3,22.5,1.66,22.0,1.58,bending2
88,22000,36.0,0.0,23.25,0.43,21.75,2.28,bending2
89,22250,36.0,0.0,21.0,1.41,22.25,2.05,bending2
90,22500,34.5,1.5,20.0,1.0,14.25,2.49,bending2
91,22750,34.5,1.5,18.0,0.0,16.5,1.5,bending2
92,23000,35.5,0.87,20.5,1.5,13.0,3.74,bending2
93,23250,35.0,1.22,23.67,0.47,11.67,3.3,bending2
94,23500,33.0,0.0,19.5,1.66,22.0,2.12,bending2
95,23750,35.0,1.41,21.0,1.87,24.0,0.0,bending2
96,24000,37.75,1.09,24.0,0.0,26.25,0.83,bending2
97,24250,38.5,0.5,24.0,0.0,27.25,0.43,bending2
98,24500,37.25,1.09,24.25,0.43,26.25,1.3,bending2
99,24750,32.67,0.47,22.33,1.7,20.75,2.17,bending2
100,25000,33.75,1.3,19.0,1.22,18.75,2.38,bending2
101,25250,34.75,1.79,16.5,2.6,21.0,3.54,bending2
102,25500,46.75,2.17,20.75,4.15,16.25,3.27,bending2
103,25750,47.0,1.22,28.33,1.25,26.0,3.74,bending2
104,26000,45.25,1.09,28.0,1.0,36.5,0.87,bending2
105,26250,41.0,2.16,21.0,4.64,40.33,0.94,bending2
106,26500,43.0,1.22,27.5,5.32,39.0,0.71,bending2
107,26750,43.67,5.44,27.0,0.0,34.0,3.0,bending2
108,27000,47.5,3.28,26.0,1.22,32.5,0.87,bending2
109,27250,38.75,6.38,16.67,3.09,28.0,1.73,bending2
110,27500,29.75,0.43,11.75,2.68,27.25,0.43,bending2
111,27750,26.75,1.79,17.0,0.71,26.25,1.3,bending2
112,28000,28.75,1.09,19.75,1.3,20.0,3.24,bending2
113,28250,30.5,0.5,19.33,1.25,19.33,1.25,bending2
114,28500,32.5,0.5,19.0,1.0,13.5,2.69,bending2
115,28750,32.67,0.47,14.75,0.43,11.0,2.83,bending2
116,29000,32.25,0.43,14.5,0.87,11.0,1.58,bending2
117,29250,31.25,0.83,14.0,0.71,13.25,2.68,bending2
118,29500,32.0,0.82,13.33,1.25,14.5,0.87,bending2
119,29750,32.5,0.5,11.5,1.12,14.75,0.43,bending2
120,30000,32.33,0.5,12.0,0.0,15.0,0.71,bending2
121,30250,32.5,0.5,13.0,1.0,19.0,1.87,bending2
122,30500,31.0,1.0,17.75,1.79,21.75,1.48,bending2
123,30750,30.0,0.0,20.5,0.87,21.75,0.83,bending2
124,31000,30.0,0.0,17.75,0.43,21.25,0.43,bending2
125,31250,30.0,0.0,18.25,0.43,21.5,0.87,bending2
126,31500,29.25,1.3,20.33,0.47,23.33,0.94,bending2
127,31750,25.0,1.41,21.0,0.71,24.0,0.0,bending2
128,32000,25.5,1.5,19.0,0.82,24.0,0.0,bending2
129,32250,28.0,0.0,20.33,0.47,22.33,0.94,bending2
130,32500,29.0,0.71,20.5,0.5,23.0,1.22,bending2
131,32750,30.0,0.0,18.5,1.12,21.67,1.25,bending2
132,33000,30.5,0.5,16.5,0.5,17.5,0.5,bending2
133,33250,30.5,0.5,14.67,1.25,14.0,0.82,bending2
134,33500,30.0,0.0,10.5,0.87,12.75,0.83,bending2
135,33750,30.0,0.0,9.0,0.71,12.0,0.0,bending2
136,34000,30.0,0.0,8.75,0.43,11.67,0.47,bending2
137,34250,30.0,0.0,7.5,0.5,10.0,0.71,bending2
138,34500,30.5,0.5,11.33,1.7,11.33,0.94,bending2
139,34750,30.25,0.43,16.5,1.12,13.75,1.3,bending2
140,35000,30.5,0.5,18.0,1.41,16.33,0.47,bending2
141,35250,30.0,0.0,17.25,0.83,17.0,0.82,bending2
142,35500,30.0,0.0,18.0,0.82,16.33,1.25,bending2
143,35750,30.0,0.0,19.67,0.47,16.0,0.71,bending2
144,36000,30.0,0.0,18.0,0.0,16.0,0.82,bending2
145,36250,30.0,0.0,16.67,1.89,19.0,2.16,bending2
146,36500,30.0,0.0,9.25,2.95,13.33,1.25,bending2
147,36750,30.0,0.0,10.5,0.5,14.0,0.71,bending2
148,37000,30.0,0.0,8.33,1.89,13.0,0.71,bending2
149,37250,30.0,0.0,6.25,2.17,10.0,1.58,bending2
150,37500,30.0,0.0,6.0,0.0,6.5,0.5,bending2
151,37750,30.0,0.0,6.5,0.5,3.5,0.5,bending2
152,38000,30.0,0.0,8.33,0.94,3.0,2.0,bending2
153,38250,30.0,0.0,7.33,1.25,5.5,2.69,bending2
154,38500,30.0,0.0,7.0,2.0,7.25,2.05,bending2
155,38750,30.0,0.0,5.33,0.47,5.0,0.71,bending2
156,39000,30.0,0.0,2.33,0.94,5.5,0.5,bending2
157,39250,30.0,0.0,2.33,1.25,4.5,0.5,bending2
158,39500,30.0,0.0,9.67,3.3,4.75,2.49,bending2
159,39750,30.0,0.0,11.5,0.5,5.0,1.87,bending2
160,40000,30.0,0.0,9.25,1.09,8.25,1.92,bending2
161,40250,30.0,0.0,6.0,0.71,7.0,1.63,bending2
162,40500,30.0,0.0,10.0,0.82,0.0,0.0,bending2
163,40750,30.0,0.0,9.5,1.8,2.0,0.82,bending2
164,41000,30.0,0.0,11.25,0.83,2.0,1.0,bending2
165,41250,30.0,0.0,11.0,1.22,1.0,0.0,bending2
166,41500,30.0,0.0,8.5,3.5,4.5,1.5,bending2
167,41750,30.0,0.0,10.5,0.5,4.33,1.7,bending2
168,42000,30.0,0.0,12.5,1.66,3.5,0.5,bending2
169,42250,30.0,0.0,11.33,0.94,3.5,2.87,bending2
170,42500,30.0,0.0,10.5,1.66,5.67,0.47,bending2
171,42750,30.0,0.0,13.5,1.5,5.0,2.45,bending2
172,43000,30.0,0.0,15.0,0.0,9.5,1.12,bending2
173,43250,30.0,0.0,15.0,0.0,8.67,0.47,bending2
174,43500,29.5,0.5,13.5,1.12,10.0,1.22,bending2
175,43750,30.0,0.0,13.25,0.83,9.33,0.47,bending2
176,44000,29.75,0.43,14.75,0.43,8.0,1.22,bending2
177,44250,30.0,0.0,15.0,0.0,8.75,1.64,bending2
178,44500,30.0,0.0,14.5,0.5,11.0,1.22,bending2
179,44750,29.25,0.43,15.0,0.0,11.5,0.5,bending2
180,45000,30.0,0.0,15.33,0.47,11.75,0.43,bending2
181,45250,30.0,0.0,15.25,0.43,11.33,0.94,bending2
182,45500,30.0,0.0,13.75,0.83,9.25,0.43,bending2
183,45750,30.0,0.0,14.0,0.71,8.67,0.47,bending2
184,46000,29.75,0.43,14.0,0.0,9.0,0.0,bending2
185,46250,29.75,0.43,13.25,0.43,8.75,0.43,bending2
186,46500,29.67,0.47,14.25,0.43,9.0,1.0,bending2
187,46750,30.0,0.0,15.0,0.0,10.75,1.3,bending2
188,47000,30.0,0.0,15.0,0.0,11.5,0.5,bending2
189,47250,30.0,0.0,15.0,0.0,11.67,0.47,bending2
190,47500,30.0,0.0,15.0,0.0,11.25,0.83,bending2
191,47750,29.5,0.5,15.0,0.0,11.0,1.0,bending2
192,48000,29.5,0.5,15.0,0.0,10.5,1.12,bending2
193,48250,29.5,0.5,14.75,0.43,9.5,0.5,bending2
194,48500,29.0,0.0,15.0,0.0,10.0,0.82,bending2
195,48750,29.0,0.0,15.0,0.0,9.33,0.47,bending2
196,49000,29.0,0.0,14.5,0.5,8.75,0.43,bending2
197,49250,29.0,0.0,13.25,0.43,8.0,0.0,bending2
198,49500,29.0,0.0,14.0,0.0,7.0,1.0,bending2
199,49750,29.5,0.5,14.0,0.0,7.0,1.0,bending2
200,50000,29.25,0.43,14.0,0.0,8.0,1.0,bending2
201,50250,29.0,0.0,14.0,0.0,8.0,1.0,bending2
202,50500,29.0,0.0,15.0,0.0,8.25,0.83,bending2
203,50750,29.33,0.47,15.0,0.0,8.67,0.47,bending2
204,51000,29.33,0.47,15.0,0.0,7.0,1.41,bending2
205,51250,28.25,0.83,12.5,0.87,5.75,1.48,bending2
206,51500,29.0,1.22,12.5,0.87,5.25,1.3,bending2
207,51750,29.33,0.47,12.33,0.47,6.0,1.0,bending2
208,52000,29.33,0.47,14.25,1.3,10.0,0.82,bending2
209,52250,28.75,0.83,14.25,1.3,10.75,1.3,bending2
210,52500,29.33,0.47,13.0,0.71,10.67,0.47,bending2
211,52750,30.0,0.0,13.75,0.83,9.25,0.43,bending2
212,53000,29.0,0.0,15.0,0.71,9.0,0.0,bending2
213,53250,30.0,0.0,15.0,0.0,6.0,0.0,bending2
214,53500,29.5,0.5,16.5,0.5,4.25,2.05,bending2
215,53750,30.0,0.0,14.0,1.41,3.0,1.0,bending2
216,54000,30.0,0.0,13.0,0.82,1.5,0.5,bending2
217,54250,29.25,0.43,12.25,1.92,0.0,0.0,bending2
218,54500,29.75,0.43,12.0,2.12,10.0,1.41,bending2
219,54750,30.0,0.0,9.25,4.21,11.5,0.5,bending2
220,55000,30.0,0.0,10.67,0.47,12.0,0.0,bending2
221,55250,30.0,0.0,10.5,1.5,12.0,1.41,bending2
222,55500,30.0,0.0,13.5,1.5,11.0,0.82,bending2
223,55750,30.0,0.0,12.25,4.44,11.25,0.83,bending2
224,56000,29.25,0.43,19.0,0.71,12.5,1.5,bending2
225,56250,30.0,0.0,17.33,0.47,12.75,1.3,bending2
226,56500,29.75,0.43,16.5,1.5,14.5,0.87,bending2
227,56750,30.0,0.0,15.75,1.3,14.25,0.83,bending2
228,57000,29.0,1.41,14.67,0.47,15.0,1.22,bending2
229,57250,29.25,0.83,17.0,1.22,15.25,1.09,bending2
230,57500,29.5,0.87,15.25,1.48,11.75,3.49,bending2
231,57750,30.0,0.0,16.0,0.82,8.67,4.71,bending2
232,58000,29.25,0.43,11.5,2.06,3.0,1.41,bending2
233,58250,29.25,0.43,5.0,2.16,10.5,0.5,bending2
234,58500,30.0,0.0,4.75,1.92,8.5,2.18,bending2
235,58750,30.0,0.0,5.2,2.79,8.0,0.63,bending2
236,59000,30.0,0.0,6.0,1.63,6.67,1.25,bending2
237,59250,29.25,0.43,6.25,1.92,11.0,1.58,bending2
238,59500,30.0,0.0,3.5,1.66,15.5,0.87,bending2
239,59750,30.0,0.0,5.0,0.0,12.33,1.25,bending2
240,60000,30.0,0.0,5.5,1.5,8.67,1.7,bending2
241,60250,30.0,0.0,4.75,2.28,4.25,1.48,bending2
242,60500,29.75,0.43,2.0,1.0,9.0,1.22,bending2
243,60750,30.0,0.0,2.0,0.82,10.67,0.94,bending2
244,61000,30.0,0.0,8.67,0.47,9.33,3.77,bending2
245,61250,30.0,0.0,9.0,0.0,7.25,1.3,bending2
246,61500,29.5,0.5,8.5,0.87,4.5,2.06,bending2
247,61750,30.0,0.0,3.25,1.64,8.75,1.09,bending2
248,62000,30.0,0.0,5.5,1.5,8.25,0.83,bending2
249,62250,30.0,0.0,4.33,2.49,6.5,2.18,bending2
250,62500,29.75,0.43,3.5,1.8,9.5,4.92,bending2
251,62750,29.25,0.43,7.67,1.25,12.0,0.0,bending2
252,63000,30.0,0.0,11.25,1.3,12.67,0.94,bending2
253,63250,30.0,0.0,11.25,0.83,13.5,0.5,bending2
254,63500,29.25,0.43,9.5,3.5,10.0,2.74,bending2
255,63750,29.75,0.43,10.25,3.7,10.75,2.17,bending2
256,64000,29.33,0.47,14.67,0.47,10.0,1.58,bending2
257,64250,29.25,0.43,14.0,0.71,12.5,0.5,bending2
258,64500,29.0,0.0,13.5,1.5,12.25,1.09,bending2
259,64750,29.33,0.47,15.75,0.43,13.5,1.5,bending2
260,65000,30.0,0.0,15.67,0.47,14.0,0.0,bending2
261,65250,29.33,0.47,15.2,0.4,14.25,0.83,bending2
262,65500,29.0,0.71,14.25,0.83,15.5,0.87,bending2
263,65750,28.25,0.43,11.5,0.5,15.75,0.83,bending2
264,66000,28.0,0.71,11.5,0.87,13.75,1.3,bending2
265,66250,29.75,0.43,15.33,0.47,13.33,1.25,bending2
266,66500,30.0,0.0,17.25,0.83,12.0,1.41,bending2
267,66750,30.0,0.0,13.0,0.71,5.0,4.0,bending2
268,67000,29.67,0.47,11.67,0.47,9.0,0.0,bending2
269,67250,29.0,0.0,9.5,1.12,12.5,2.29,bending2
270,67500,28.5,0.5,15.0,1.41,8.75,2.68,bending2
271,67750,29.5,0.5,13.75,1.79,7.75,2.95,bending2
272,68000,30.0,0.0,16.0,0.71,7.33,3.86,bending2
273,68250,31.75,1.09,17.75,0.43,13.0,2.16,bending2
274,68500,32.0,0.71,14.0,0.82,15.67,0.94,bending2
275,68750,31.5,1.12,14.25,1.48,15.0,0.0,bending2
276,69000,31.67,0.47,17.0,1.0,6.67,1.7,bending2
277,69250,31.5,0.5,16.0,0.71,4.75,3.03,bending2
278,69500,30.75,0.43,15.25,0.43,10.25,1.3,bending2
279,69750,30.0,0.0,15.0,0.0,10.5,0.87,bending2
280,70000,29.75,0.43,13.25,1.3,9.5,1.5,bending2
281,70250,30.0,0.0,13.5,0.5,11.5,2.29,bending2
282,70500,29.5,0.5,12.25,0.43,14.25,0.83,bending2
283,70750,28.5,1.12,12.75,0.83,11.75,0.43,bending2
284,71000,28.25,0.43,12.25,0.43,12.75,0.83,bending2
285,71250,28.0,0.71,13.75,1.09,12.75,1.3,bending2
286,71500,28.75,0.43,13.5,0.87,13.0,1.0,bending2
287,71750,28.0,0.0,15.0,0.0,13.33,1.25,bending2
288,72000,28.25,0.43,14.5,0.5,13.5,1.5,bending2
289,72250,28.0,0.0,13.5,1.12,14.0,1.41,bending2
290,72500,28.5,0.5,14.5,0.5,14.25,1.3,bending2
291,72750,28.5,0.5,13.0,0.71,15.5,0.87,bending2
292,73000,28.33,0.47,14.67,0.47,15.5,0.5,bending2
293,73250,29.25,0.43,13.5,0.87,15.25,0.43,bending2
294,73500,28.5,0.87,14.5,0.5,15.75,0.83,bending2
295,73750,28.0,0.0,14.0,0.82,15.0,0.71,bending2
296,74000,28.25,0.43,14.25,0.83,14.75,0.43,bending2
297,74250,28.0,0.71,14.75,0.43,14.5,0.5,bending2
298,74500,27.75,0.43,15.0,0.0,13.67,1.25,bending2
299,74750,28.0,0.0,13.5,1.5,13.5,1.5,bending2
300,75000,28.17,0.37,14.8,1.17,13.0,1.1,bending2
301,75250,28.0,0.0,14.75,0.43,14.67,0.47,bending2
302,75500,28.0,0.0,15.25,0.43,14.25,0.83,bending2
303,75750,27.67,0.47,14.67,0.47,14.0,1.0,bending2
304,76000,28.0,0.0,15.0,0.0,14.0,1.0,bending2
305,76250,27.5,0.5,15.0,0.0,14.0,1.22,bending2
306,76500,27.75,0.43,15.0,0.71,14.75,0.43,bending2
307,76750,28.0,0.0,14.75,0.43,14.75,0.43,bending2
308,77000,28.25,0.43,14.5,0.87,14.75,0.43,bending2
309,77250,28.25,0.43,13.75,0.83,14.0,1.0,bending2
310,77500,28.75,0.43,12.67,0.47,13.33,1.25,bending2
311,77750,28.0,0.0,14.0,0.71,14.0,1.0,bending2
312,78000,28.25,0.43,15.0,0.0,14.0,0.82,bending2
313,78250,28.0,0.0,14.25,0.83,14.33,0.94,bending2
314,78500,28.0,0.0,14.75,0.43,14.67,1.25,bending2
315,78750,28.0,0.0,14.75,0.43,15.5,0.5,bending2
316,79000,28.0,0.71,14.75,0.43,15.25,0.43,bending2
317,79250,28.67,0.47,16.0,0.82,15.5,0.5,bending2
318,79500,29.75,0.43,16.75,0.83,15.0,0.0,bending2
319,79750,30.5,1.5,13.0,1.58,15.25,1.09,bending2
320,80000,29.75,1.09,10.5,2.6,13.5,1.5,bending2
321,80250,29.5,0.5,12.5,0.87,14.25,0.83,bending2
322,80500,29.5,0.5,11.75,3.42,12.75,0.83,bending2
323,80750,28.0,0.71,11.0,3.56,12.0,0.0,bending2
324,81000,27.67,0.47,14.0,3.24,14.33,0.94,bending2
325,81250,27.5,0.5,15.75,3.7,14.25,0.83,bending2
326,81500,27.0,0.0,19.0,1.41,14.0,1.41,bending2
327,81750,27.33,0.47,19.0,1.41,12.5,0.87,bending2
328,82000,27.75,0.43,15.75,0.83,13.25,1.3,bending2
329,82250,27.5,0.5,15.0,0.71,14.5,0.5,bending2
330,82500,27.0,0.0,16.25,0.83,14.5,0.5,bending2
331,82750,27.5,0.5,15.25,0.43,13.75,1.3,bending2
332,83000,27.5,0.5,14.75,0.43,12.75,0.83,bending2
333,83250,27.25,0.43,15.33,0.47,13.0,1.41,bending2
334,83500,27.33,0.47,14.5,0.5,13.67,1.25,bending2
335,83750,27.25,0.43,13.75,0.43,14.0,1.0,bending2
336,84000,27.0,0.0,14.0,0.0,13.25,1.3,bending2
337,84250,27.25,0.43,13.0,0.0,13.25,1.3,bending2
338,84500,27.0,0.0,14.0,0.71,13.25,1.3,bending2
339,84750,27.0,0.0,15.0,0.0,13.5,1.5,bending2
340,85000,27.25,0.43,14.0,0.0,14.0,1.0,bending2
341,85250,27.5,0.5,13.0,0.0,13.67,0.94,bending2
342,85500,27.67,0.47,12.75,0.43,14.0,1.41,bending2
343,85750,27.0,0.0,14.0,0.0,13.5,1.5,bending2
344,86000,27.5,0.5,14.0,0.0,13.5,1.12,bending2
345,86250,27.0,0.0,13.0,0.0,13.33,0.94,bending2
346,86500,27.0,0.0,13.75,1.3,13.25,1.3,bending2
347,86750,27.0,0.0,15.25,0.43,13.33,0.94,bending2
348,87000,27.25,0.43,15.25,0.43,13.5,1.5,bending2
349,87250,27.0,0.0,15.0,0.0,13.25,1.3,bending2
350,87500,27.25,0.43,15.0,0.0,13.0,1.0,bending2
351,87750,27.0,0.0,15.0,0.0,13.75,1.3,bending2
352,88000,27.0,0.0,15.0,0.0,14.0,1.0,bending2
353,88250,27.0,0.0,15.0,0.0,13.0,1.41,bending2
354,88500,27.5,0.5,15.0,0.0,13.25,1.3,bending2
355,88750,27.0,0.0,15.0,0.0,13.0,1.41,bending2
356,89000,27.0,0.0,15.0,0.0,13.25,1.3,bending2
357,89250,27.25,0.43,15.0,0.0,13.25,1.3,bending2
358,89500,27.0,0.0,15.0,0.0,13.0,1.0,bending2
359,89750,27.0,0.0,15.0,0.0,13.67,1.25,bending2
360,90000,27.0,0.0,15.0,0.0,12.5,0.5,bending2
361,90250,27.0,0.0,15.67,0.47,12.0,0.0,bending2
362,90500,27.0,0.0,15.67,0.47,12.0,0.0,bending2
363,90750,27.0,0.0,15.25,0.43,11.75,0.43,bending2
